Filename,TruePos_X,TruePos_Y,TrueNeg_X,TrueNeg_Y,FalsePos_X,FalsePos_Y,FalseNg_X,FalseNeg_Y,,Precision_X,Accuracy_X,Recall_X,Precision_Y,Accuracy_Y,Recall_Y
"Values/lab_s1_1(2,3,self)",0,18,81,79,9,11,18,0,,0.0,0.75,0.0,0.6206896551724138,0.8981481481481481,1.0
"Values/outdoor_s1_1(1,4,self)",1,1,0,0,5,5,0,0,,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,1.0
"Values/outdoor_s1_2 (1,2,4,self)",47,55,44,22,64,86,61,53,,0.42342342342342343,0.4212962962962963,0.4351851851851852,0.3900709219858156,0.35648148148148145,0.5092592592592593
"Values/lab_s1_1(1,4),(2,3);(1,4),(2,3,self)",11,22,44,11,0,33,11,0,,1.0,0.8333333333333334,0.5,0.4,0.5,1.0
"Values/outdoor_s2_2(1,2,self)",30,32,0,0,0,0,45,43,,1.0,0.4,0.4,1.0,0.4266666666666667,0.4266666666666667
"Values/outdoor_s2_1(1,2,self)",91,88,0,0,0,0,4,7,,1.0,0.9578947368421052,0.9578947368421052,1.0,0.9263157894736842,0.9263157894736842
"Values/lab_s1_1(1,2,3,4,self);(1,4),(2,3)",73,35,7,90,157,74,9,47,,0.3173913043478261,0.3252032520325203,0.8902439024390244,0.3211009174311927,0.508130081300813,0.4268292682926829
