Filename,TruePos_X,TruePos_Y,TrueNeg_X,TrueNeg_Y,FalsePos_X,FalsePos_Y,FalseNg_X,FalseNeg_Y,,Precision_X,Accuracy_X,Recall_X,Precision_Y,Accuracy_Y,Recall_Y
"Values/lab_s1_1(2,3,self)",0,5,182,185,8,5,38,33,,0.0,0.7982456140350878,0.0,0.5,0.8333333333333334,0.13157894736842105
"Values/outdoor_s1_1(1,4,self)",14,13,17,1,88,104,7,8,,0.13725490196078433,0.24603174603174602,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.6190476190476191
"Values/outdoor_s1_2 (1,2,4,self)",57,11,93,139,75,29,111,157,,0.4318181818181818,0.44642857142857145,0.3392857142857143,0.275,0.44642857142857145,0.06547619047619048
"Values/lab_s1_1(1,4),(2,3);(1,4),(2,3,self)",38,7,117,120,7,4,24,55,,0.8444444444444444,0.8333333333333334,0.6129032258064516,0.6363636363636364,0.6827956989247311,0.11290322580645161
"Values/outdoor_s2_2(1,2,self)",52,30,0,0,0,0,43,65,,1.0,0.5473684210526316,0.5473684210526316,1.0,0.3157894736842105,0.3157894736842105
"Values/outdoor_s2_1(1,2,self)",82,88,0,0,0,0,33,27,,1.0,0.7130434782608696,0.7130434782608696,1.0,0.7652173913043478,0.7652173913043478
"Values/lab_s1_1(1,2,3,4,self);(1,4),(2,3)",70,37,71,171,173,73,52,85,,0.2880658436213992,0.38524590163934425,0.5737704918032787,0.33636363636363636,0.5683060109289617,0.30327868852459017
