mean
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.26570640030791864,0.0073518444358158727,-0.24292190667509375,-0.094818891180544818,-0.22003155157922502,-0.38894505390018863
2,0.26570640030791859,0.0073518444358158701,1.0,1.0,0.26167591553865283,0.08765024469880256,-0.097246569049738316,0.11460677573943261
3,-0.24292190667509381,-0.094818891180544818,0.26167591553865271,0.08765024469880256,1.0,1.0,0.37007641810842112,0.36971178704316748
4,-0.22003155157922502,-0.38894505390018863,-0.097246569049738316,0.11460677573943261,0.37007641810842112,0.36971178704316759,1.0,1.0

median
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.3683465455322591,-0.037662398898953113,-0.24408457978005146,-0.028437314985595423,-0.23513984914749941,-0.5523264829318042
2,0.3683465455322591,-0.037662398898953113,1.0,1.0,0.3065300628311689,0.14846606651516087,-0.064832867169443975,0.11426159179836257
3,-0.24408457978005144,-0.028437314985595423,0.30653006283116885,0.14846606651516087,1.0,1.0,0.49572451485617158,0.50901939257988693
4,-0.23513984914749941,-0.5523264829318042,-0.064832867169443975,0.11426159179836257,0.49572451485617158,0.50901939257988693,1.0,1.0
