mean
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,0.99999999999999989,0.84723853610730904,0.51031080146079666,0.85886362259777083,0.52491608739413664,0.7918772186879709,0.40699038545901373
2,0.84723853610730904,0.51031080146079666,0.99999999999999978,1.0,0.88334438216370392,0.96806233713712297,0.85245374468814505,0.96073880072082529
3,0.85886362259777083,0.52491608739413664,0.88334438216370392,0.96806233713712297,0.99999999999999978,1.0,0.95251426191757516,0.95906422932863944
4,0.7918772186879709,0.40699038545901373,0.85245374468814505,0.96073880072082529,0.95251426191757516,0.95906422932863944,1.0,1.0

median
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,0.99999999999999989,0.84723853610730904,0.51031080146079666,0.85886362259777083,0.52491608739413664,0.7918772186879709,0.40699038545901373
2,0.84723853610730904,0.51031080146079666,0.99999999999999978,1.0,0.88334438216370392,0.96806233713712297,0.85245374468814505,0.96073880072082529
3,0.85886362259777083,0.52491608739413664,0.88334438216370392,0.96806233713712297,0.99999999999999978,1.0,0.95251426191757516,0.95906422932863944
4,0.7918772186879709,0.40699038545901373,0.85245374468814505,0.96073880072082529,0.95251426191757516,0.95906422932863944,1.0,1.0
