mean
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.41900332706404531,-0.79392471663398734,0.56421870902348459,-0.87263991326131563,0.31132597612432245,0.19120157840296198
2,0.41900332706404531,-0.79392471663398734,1.0,1.0,0.47600930596117513,0.85790200873051614,0.1016407873358874,-0.44232397513166311
3,0.56421870902348459,-0.87263991326131563,0.47600930596117508,0.85790200873051614,1.0,1.0,0.40688864631703303,-0.24386368507622122
4,0.3113259761243225,0.19120157840296198,0.1016407873358874,-0.44232397513166299,0.40688864631703303,-0.24386368507622128,1.0,1.0

median
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.62175772292303089,-0.89038310517210961,0.64694851430410694,-0.89872470719387332,0.39779947185436226,0.50083821552027752
2,0.62175772292303089,-0.8903831051721095,1.0,1.0,0.70064623015305605,0.89514112580264116,0.11490697715528427,-0.84047743323886981
3,0.64694851430410694,-0.89872470719387332,0.70064623015305605,0.89514112580264105,1.0,1.0,0.59021514041607825,-0.52811902391020449
4,0.39779947185436226,0.50083821552027763,0.11490697715528427,-0.8404774332388697,0.59021514041607825,-0.52811902391020449,1.0,1.0
