mean
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.52122765248423009,0.90533425067377171,0.53424380677694694,0.74495682568616184,0.099917658500872156,0.6963247868794572
2,0.52122765248423009,0.90533425067377171,1.0,1.0,0.67590827709641177,0.89039085840646126,0.43864305347345223,0.84770079443664859
3,0.53424380677694694,0.74495682568616184,0.67590827709641177,0.89039085840646137,1.0,1.0,0.61766491892022546,0.95573458344245343
4,0.099917658500872156,0.6963247868794572,0.43864305347345228,0.84770079443664859,0.61766491892022546,0.95573458344245332,1.0,1.0

median
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.62768190836199611,0.93936539124778162,0.67200078162731192,0.85915989331853526,0.095120992796068726,0.75525853777538676
2,0.62768190836199611,0.93936539124778184,1.0,1.0,0.79781187388928321,0.91927584693000586,0.51997317839686241,0.8927008205025001
3,0.67200078162731192,0.85915989331853526,0.79781187388928332,0.91927584693000575,1.0,1.0,0.56758287792140771,0.98011986713840482
4,0.095120992796068726,0.75525853777538687,0.5199731783968623,0.8927008205025001,0.56758287792140771,0.98011986713840482,1.0,1.0
