mean
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.16449318822941109,-0.38704835205257426,-0.15954674385538006,0.018266218486710464,-0.038095713141559961,-0.44813757509745517
2,0.16449318822941109,-0.38704835205257432,1.0,1.0,0.68969284455455382,0.0018411101372671314,0.16308253248649676,0.25659482446784859
3,-0.15954674385538006,0.018266218486710461,0.68969284455455393,0.0018411101372671382,1.0,1.0,0.41738660535104177,0.52932912382953545
4,-0.038095713141559961,-0.44813757509745511,0.16308253248649676,0.25659482446784854,0.41738660535104177,0.52932912382953545,1.0,1.0

median
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.22053710302771565,-0.48843592868730312,-0.21292515687497063,0.035544653184125335,-0.17603035765517261,-0.4729936929396788
2,0.22053710302771568,-0.48843592868730318,1.0,1.0,0.73975783254843064,-0.0043589643284959907,0.16034218741548942,0.34680470343962555
3,-0.21292515687497066,0.035544653184125342,0.73975783254843064,-0.0043589643284959907,1.0,1.0,0.34625609078763125,0.59035817027146686
4,-0.17603035765517258,-0.47299369293967874,0.16034218741548945,0.34680470343962555,0.34625609078763125,0.59035817027146686,1.0,1.0
