mean
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.85410865189078033,0.9120181085439063,0.73152581785099668,0.78536002555112594,0.50386099467052214,0.7541967372292786
2,0.85410865189078033,0.91201810854390619,1.0,1.0,0.77117134602861437,0.94413318026777182,0.59516181184251093,0.92141106994089861
3,0.73152581785099668,0.78536002555112594,0.77117134602861437,0.94413318026777182,1.0,1.0,0.71420648174324541,0.98761606569680205
4,0.50386099467052214,0.7541967372292786,0.59516181184251093,0.92141106994089861,0.71420648174324541,0.98761606569680205,1.0,1.0

median
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.9195940722903635,0.91017759447580826,0.80290456038501556,0.78171395206391214,0.57622262959666992,0.75437236207217639
2,0.91959407229036361,0.91017759447580826,1.0,1.0,0.83222829154485145,0.94378192469178135,0.64256502643713986,0.92057743247538204
3,0.80290456038501568,0.78171395206391203,0.83222829154485145,0.94378192469178135,1.0,1.0,0.74237653403590909,0.9876513576886663
4,0.57622262959666992,0.75437236207217628,0.64256502643713986,0.92057743247538215,0.74237653403590909,0.98765135768866619,1.0,1.0
