mean
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.045628016126961629,0.27470192447009922,0.15290195659411676,0.38621527576247167,-0.089037423460442688,0.21427232535898202
2,0.045628016126961629,0.27470192447009928,1.0,1.0,0.10065780626054534,0.39275945133705675,0.021637932107244431,0.23556145938777062
3,0.15290195659411671,0.38621527576247167,0.10065780626054537,0.39275945133705675,1.0,1.0,0.31485486209656594,0.30507541054113335
4,-0.089037423460442688,0.21427232535898202,0.021637932107244427,0.23556145938777062,0.31485486209656599,0.30507541054113335,1.0,1.0

median
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.019709006869985002,0.59206499063829099,0.24024999005214911,0.56662511572312713,-0.039766425570387814,0.4282386796831103
2,0.019709006869985002,0.59206499063829088,1.0,1.0,0.098692754243965397,0.54457892498112426,0.046905547412821859,0.2708381313869479
3,0.24024999005214911,0.56662511572312713,0.098692754243965397,0.54457892498112426,1.0,1.0,0.38157780044933609,0.29677022794329483
4,-0.039766425570387814,0.4282386796831103,0.046905547412821866,0.2708381313869479,0.38157780044933609,0.29677022794329483,1.0,1.0
