mean
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.98015598385815994,0.94462505760020399,0.97066041133326564,0.94575851852841852,0.95356209024665095,0.97792969297650745
2,0.98015598385816005,0.94462505760020388,1.0,1.0,0.99591774481985251,0.9987156341011314,0.98877023410564979,0.97473297263442849
3,0.97066041133326564,0.94575851852841852,0.9959177448198524,0.9987156341011314,1.0,1.0,0.99600599660009381,0.97501977145690033
4,0.95356209024665095,0.97792969297650745,0.98877023410564979,0.97473297263442849,0.99600599660009381,0.97501977145690033,1.0,1.0

median
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.98015598385815994,0.94462505760020399,0.97066041133326564,0.94575851852841852,0.95356209024665095,0.97792969297650745
2,0.98015598385816005,0.94462505760020388,1.0,1.0,0.99591774481985251,0.9987156341011314,0.98877023410564979,0.97473297263442849
3,0.97066041133326564,0.94575851852841852,0.9959177448198524,0.9987156341011314,1.0,1.0,0.99600599660009381,0.97501977145690033
4,0.95356209024665095,0.97792969297650745,0.98877023410564979,0.97473297263442849,0.99600599660009381,0.97501977145690033,1.0,1.0
