Filename,TruePos_X,TruePos_Y,TrueNeg_X,TrueNeg_Y,FalsePos_X,FalsePos_Y,FalseNg_X,FalseNeg_Y,,Precision_X,Accuracy_X,Recall_X,Precision_Y,Accuracy_Y,Recall_Y
"Values/lab_s1_1(2,3,self)",2,0,164,189,26,1,36,38,,0.07142857142857142,0.7280701754385965,0.05263157894736842,0.0,0.8289473684210527,0.0
"Values/outdoor_s1_1(1,4,self)",15,12,12,12,93,93,6,9,,0.1388888888888889,0.21428571428571427,0.7142857142857143,0.11428571428571428,0.19047619047619047,0.5714285714285714
"Values/outdoor_s1_2 (1,2,4,self)",69,1,77,151,91,17,99,167,,0.43125,0.43452380952380953,0.4107142857142857,0.05555555555555555,0.4523809523809524,0.005952380952380952
"Values/lab_s1_1(1,4),(2,3);(1,4),(2,3,self)",46,3,112,122,12,2,16,59,,0.7931034482758621,0.8494623655913979,0.7419354838709677,0.6,0.6720430107526881,0.04838709677419355
"Values/outdoor_s2_2(1,2,self)",59,28,0,0,0,0,36,67,,1.0,0.6210526315789474,0.6210526315789474,1.0,0.29473684210526313,0.29473684210526313
"Values/outdoor_s2_1(1,2,self)",94,83,0,0,0,0,21,32,,1.0,0.8173913043478261,0.8173913043478261,1.0,0.7217391304347827,0.7217391304347827
"Values/lab_s1_1(1,2,3,4,self);(1,4),(2,3)",87,30,49,189,195,55,35,92,,0.30851063829787234,0.37158469945355194,0.7131147540983607,0.35294117647058826,0.5983606557377049,0.2459016393442623
