Filename,TruePos_X,TruePos_Y,TrueNeg_X,TrueNeg_Y,FalsePos_X,FalsePos_Y,FalseNg_X,FalseNeg_Y
"Values/lab_s1_1(2,3,self)",0,0,90,90,0,0,18,18
"Values/outdoor_s1_1(1,4,self)",1,1,0,0,5,5,0,0
"Values/outdoor_s1_2 (1,2,4,self)",26,16,60,69,48,39,82,92
"Values/lab_s1_1(1,4),(2,3);(1,4),(2,3,self)",11,1,44,42,0,2,11,21
"Values/outdoor_s2_2(1,2,self)",15,5,0,0,0,0,60,70
"Values/outdoor_s2_1(1,2,self)",82,70,0,0,0,0,13,25
"Values/lab_s1_1(1,2,3,4,self);(1,4),(2,3)",64,13,21,126,143,38,18,69
