1.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.6443150528779799,0.9100673281636955
2,0.6443150528779799,0.9100673281636956,1.0,1.0
10.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,-0.26288904037569405,0.987291456185876
2,-0.26288904037569405,0.9872914561858761,0.9999999999999998,1.0
100.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999998,1.0,0.9275840516252792,0.17681069198999766
2,0.9275840516252793,0.1768106919899977,1.0,1.0
11.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,-0.3411186639766313,0.9891663795959261
2,-0.3411186639766313,0.989166379595926,0.9999999999999999,1.0
12.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,-0.24705118327473993,0.9854312121691213
2,-0.2470511832747399,0.9854312121691213,1.0,1.0
13.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,-0.2906014788522919,0.9774358572495682
2,-0.2906014788522919,0.9774358572495683,1.0,1.0
14.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,-0.16923087645620707,0.972599283625882
2,-0.16923087645620707,0.972599283625882,1.0,0.9999999999999998
15.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,-0.11180684019726977,0.9723646679679405
2,-0.11180684019726977,0.9723646679679405,1.0,1.0
16.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999998,1.0,0.527733878130888,0.9706457092002692
2,0.527733878130888,0.9706457092002692,1.0,1.0
17.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.9095633640318727,0.9656972649964687
2,0.9095633640318729,0.9656972649964687,1.0,1.0
18.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.960118685735824,0.953022596814113
2,0.960118685735824,0.953022596814113,1.0,1.0
19.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.9738338884365922,0.9105542310397382
2,0.9738338884365922,0.9105542310397383,0.9999999999999998,1.0
2.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.5875271759904398,0.909312727752027
2,0.5875271759904398,0.909312727752027,1.0,1.0
20.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.9795349751516068,0.8328155777000383
2,0.9795349751516068,0.8328155777000383,1.0,1.0
21.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.923027540491733,0.7753669936673897
2,0.9230275404917329,0.7753669936673898,1.0,1.0
22.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.8947871799798514,0.8198579417690373
2,0.8947871799798515,0.8198579417690374,0.9999999999999998,1.0
23.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.8311293430837114,0.8939391755608199
2,0.8311293430837113,0.89393917556082,1.0,1.0
24.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.7331530971318634,0.9236833008798373
2,0.7331530971318633,0.9236833008798373,1.0,1.0
25.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.7105143431129661,0.9488865320815283
2,0.710514343112966,0.9488865320815283,1.0,0.9999999999999999
26.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.7311553726091758,0.9578999289927879
2,0.7311553726091758,0.957899928992788,1.0,1.0
27.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999998,0.7583978834548564,0.9569395856518187
2,0.7583978834548564,0.9569395856518188,0.9999999999999999,1.0
28.txt
-,1,-,2,-
Object,YY,XX,YY,XX
