1.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.5918756648744092,0.9219714507315037,0.5656454665135321,0.8172417548035916,0.17204302706898583,0.7636227024020702
2,0.5918756648744092,0.9219714507315036,1.0,1.0,0.5755109830385301,0.9456441336933096,0.3022145193533475,0.9112162821796355
3,0.5656454665135321,0.8172417548035915,0.5755109830385301,0.9456441336933096,1.0,1.0,0.5743614716316073,0.9842814098697774
4,0.17204302706898583,0.7636227024020702,0.3022145193533475,0.9112162821796355,0.5743614716316073,0.9842814098697774,1.0,1.0
10.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.9141784885063554,0.9109464503244639,0.7776009754757064,0.7752924170777122,0.5164491444071164,0.7464944326807967
2,0.9141784885063555,0.9109464503244639,1.0,1.0,0.8034040851976315,0.9408292387922931,0.5661090467905867,0.9166159150356906
3,0.7776009754757063,0.7752924170777122,0.8034040851976315,0.9408292387922931,0.9999999999999999,1.0,0.7054997181750406,0.9876513576886663
4,0.5164491444071164,0.7464944326807966,0.5661090467905867,0.9166159150356905,0.7054997181750405,0.9876513576886662,0.9999999999999999,0.9999999999999999
11.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.9205774624421158,0.9101775944758083,0.8029045603850156,0.7768994603446563,0.5762226295966699,0.7508305467857608
2,0.9205774624421158,0.9101775944758083,0.9999999999999998,1.0,0.8322282915448515,0.9423873452217726,0.6425650264371399,0.920577432475382
3,0.8029045603850157,0.7768994603446564,0.8322282915448515,0.9423873452217726,1.0,0.9999999999999999,0.7423765340359091,0.9882140624683134
4,0.5762226295966699,0.7508305467857609,0.6425650264371399,0.9205774324753822,0.7423765340359091,0.9882140624683134,1.0,1.0
12.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.9279192269058901,0.9091328673213673,0.8255618099010085,0.7780951520629176,0.6235032926985551,0.7545083977251984
2,0.92791922690589,0.9091328673213673,1.0,0.9999999999999999,0.850919067690813,0.9434326868568043,0.6883506860432571,0.9241884476945958
3,0.8255618099010085,0.7780951520629177,0.8509190676908129,0.9434326868568043,1.0,1.0,0.7687516947165521,0.9889523355490166
4,0.6235032926985551,0.7545083977251984,0.6883506860432572,0.9241884476945958,0.7687516947165521,0.9889523355490166,1.0,1.0
13.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.9274535311507901,0.9078551113876095,0.8356776644695294,0.7789741152835811,0.649764455440927,0.7554550297115683
2,0.92745353115079,0.9078551113876097,1.0,1.0,0.8656020747697577,0.9445367666462432,0.7308969507781206,0.9271386829189837
3,0.8356776644695293,0.7789741152835811,0.8656020747697577,0.9445367666462432,1.0,0.9999999999999998,0.7901566564629701,0.9892918332142446
4,0.6497644554409271,0.7554550297115684,0.7308969507781206,0.9271386829189838,0.7901566564629701,0.9892918332142446,1.0,0.9999999999999999
14.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.9284402550580956,0.9063071895757507,0.8426171633054903,0.7800669130334302,0.6704254648944413,0.7556539015314645
2,0.9284402550580956,0.9063071895757506,1.0,1.0,0.8762592895880555,0.9457265784045285,0.7604172840370552,0.9290014252936013
3,0.8426171633054903,0.7800669130334302,0.8762592895880554,0.9457265784045285,1.0,1.0,0.8069321474995268,0.989240581425336
4,0.6704254648944412,0.7556539015314646,0.7604172840370553,0.9290014252936013,0.8069321474995269,0.9892405814253359,1.0,1.0
15.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.9235095297751629,0.904677565589758,0.8443031636080234,0.7812274134068354,0.6818947963945653,0.7545964214507238
2,0.9235095297751628,0.9046775655897581,1.0,1.0,0.8855849116462735,0.9464885638255234,0.7895038251170587,0.9306555893920577
3,0.8443031636080235,0.7812274134068353,0.8855849116462735,0.9464885638255235,1.0,1.0,0.825571293760031,0.9888533656029542
4,0.6818947963945654,0.7545964214507238,0.7895038251170586,0.9306555893920578,0.825571293760031,0.9888533656029543,1.0,1.0
16.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.9195940722903635,0.9046150388971961,0.8460213603214276,0.7817139520639121,0.6934734499929649,0.7538195424449153
2,0.9195940722903636,0.9046150388971961,1.0,1.0,0.8916874538284859,0.9478552476404527,0.8063705014233667,0.9319999365513205
3,0.8460213603214276,0.781713952063912,0.8916874538284859,0.9478552476404528,1.0,1.0,0.8377413097471098,0.9886488952616392
4,0.6934734499929648,0.7538195424449153,0.8063705014233666,0.9319999365513205,0.8377413097471099,0.9886488952616393,1.0,1.0
17.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.9217916678862597,0.9051047000682586,0.8521854781021982,0.7820289078170951,0.7118947644457957,0.7543723620721764
2,0.9217916678862595,0.9051047000682587,0.9999999999999998,0.9999999999999999,0.9000740551395937,0.9485486754739296,0.8252012780601267,0.9329203870215358
3,0.8521854781021982,0.782028907817095,0.9000740551395937,0.9485486754739296,1.0,1.0,0.8515920511661741,0.9886121333295443
4,0.7118947644457957,0.7543723620721763,0.8252012780601268,0.9329203870215357,0.8515920511661742,0.9886121333295445,0.9999999999999998,1.0
18.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.9219143795307352,0.9054729345260877,0.8567652507467222,0.7830391575675764,0.7257151710950609,0.7546032594248683
2,0.9219143795307353,0.9054729345260877,1.0,1.0,0.9073753801094521,0.9501619046873819,0.8419896919994578,0.9332319099830921
3,0.8567652507467223,0.7830391575675765,0.9073753801094521,0.9501619046873819,1.0,1.0,0.8625167596409333,0.9882101803860798
4,0.725715171095061,0.7546032594248683,0.8419896919994578,0.9332319099830921,0.8625167596409334,0.9882101803860798,0.9999999999999998,1.0
19.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.9229549350560763,0.9046625306983578,0.8612741233045096,0.782668429736651,0.7368970751178409,0.7542762499547
2,0.9229549350560763,0.9046625306983578,1.0,1.0,0.9122528548392972,0.9507868614262099,0.851397592555062,0.9334917391046038
3,0.8612741233045095,0.782668429736651,0.9122528548392972,0.9507868614262099,0.9999999999999998,0.9999999999999998,0.8714530375125222,0.9880227838040188
4,0.736897075117841,0.7542762499547001,0.8513975925550621,0.9334917391046037,0.8714530375125222,0.9880227838040186,1.0,0.9999999999999999
2.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.644596429415939,0.9256894539928722,0.5033863175320947,0.8147615273988797,0.18508416929687138,0.7678846615195923
2,0.644596429415939,0.9256894539928723,1.0,1.0,0.5427658027018878,0.9437819246917813,0.2978066121910656,0.911837985696101
3,0.5033863175320947,0.8147615273988797,0.5427658027018878,0.9437819246917813,0.9999999999999998,1.0,0.5530685250421544,0.9855313991091632
4,0.18508416929687135,0.7678846615195923,0.2978066121910655,0.9118379856961011,0.5530685250421544,0.9855313991091632,0.9999999999999998,1.0
20.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999999,0.9999999999999999,0.9255438474011752,0.9022257844525772,0.8678456828005567,0.7818023444151799,0.7459848768377545,0.7533774611676274
2,0.9255438474011751,0.9022257844525772,1.0,1.0,0.9191696411946784,0.9520011233101899,0.8563001442929923,0.9337088570215707
3,0.8678456828005569,0.7818023444151799,0.9191696411946784,0.95200112331019,0.9999999999999998,0.9999999999999999,0.8778177619805744,0.9878914531262422
4,0.7459848768377545,0.7533774611676275,0.8563001442929923,0.9337088570215707,0.8778177619805744,0.9878914531262422,1.0,0.9999999999999999
21.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.9309184400412978,0.8938746409074209,0.8739335008896673,0.7764775561233394,0.7562939007468711,0.7494396553474193
2,0.9309184400412978,0.8938746409074207,1.0,1.0,0.9231398372655931,0.9523175363422205,0.8625864087886606,0.9322874043227258
