1.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,-0.3931068137707193,0.6772569189540714,0.014782809899727061,0.1871868909588217,-0.1330452890975436,-0.3567099695961917
2,-0.3931068137707193,0.6772569189540715,1.0,0.9999999999999999,-0.7252406676228422,0.8337708889913683,-0.8058229640253803,0.4433829753817694
3,0.014782809899727063,0.1871868909588217,-0.7252406676228422,0.8337708889913683,1.0,1.0,0.8863636363636364,0.813812473851014
4,-0.13304528909754357,-0.3567099695961917,-0.8058229640253805,0.4433829753817694,0.8863636363636364,0.813812473851014,1.0,1.0
10.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.5756125669211851,-0.9123488594524326,0.9460998335825321,-0.6969320524371697,-0.02397010395377223,-0.9536432082579094
2,0.5756125669211851,-0.9123488594524326,1.0,0.9999999999999998,0.463547228508435,0.8847037727946019,0.25777221172881937,0.9798885268470011
3,0.9460998335825321,-0.6969320524371696,0.46354722850843505,0.8847037727946019,1.0,1.0,-0.09354720936668214,0.7827189576480424
4,-0.023970103953772234,-0.9536432082579094,0.25777221172881937,0.9798885268470011,-0.09354720936668214,0.7827189576480426,1.0,0.9999999999999998
11.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.5937957899160656,-0.8545492139454346,-0.5585123213730497,-0.6734531689451593,0.12806794101385385,-0.9930590546253159
2,0.5937957899160656,-0.8545492139454345,1.0,0.9999999999999998,0.027290776730211123,0.8955429481579242,0.056320444611197874,0.8544193645963231
3,-0.5585123213730497,-0.6734531689451593,0.02729077673021112,0.8955429481579243,1.0,1.0,-0.012979353291279137,0.7230801887581013
4,0.12806794101385388,-0.9930590546253157,0.05632044461119787,0.8544193645963231,-0.012979353291279135,0.7230801887581014,1.0,1.0
12.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.5160468465421401,-0.758525499223961,-0.8076888753352556,-0.34304693601225233,-0.5411242763937423,-0.9939167673858049
2,0.51604684654214,-0.758525499223961,1.0,1.0,-0.11605958636065741,0.8312666259371763,-0.37091268448543935,0.72275001802558
3,-0.8076888753352555,-0.34304693601225233,-0.11605958636065741,0.8312666259371763,0.9999999999999998,1.0,0.021750554646215305,0.28682427068470867
4,-0.5411242763937422,-0.9939167673858049,-0.37091268448543935,0.7227500180255801,0.02175055464621531,0.28682427068470867,0.9999999999999999,1.0
13.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999998,0.9999999999999999,0.17149858514250882,-0.7226558179349561,-0.7058823529411765,-0.7555579792471688,-0.5594728550010628,-0.9412117391410562
2,0.17149858514250882,-0.7226558179349561,1.0,1.0,0.2572478777137633,0.9705712086408913,-0.7853587213292301,0.6322379961589757
3,-0.7058823529411765,-0.7555579792471688,0.25724787771376323,0.9705712086408914,1.0,0.9999999999999998,0.35226068648215053,0.6985897391146184
4,-0.5594728550010628,-0.9412117391410562,-0.7853587213292301,0.6322379961589757,0.35226068648215053,0.6985897391146184,0.9999999999999999,0.9999999999999999
14.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,-0.6245592137682247,-0.42110756645215613,-0.6306562238868912,-0.7852213657876563,0.39854057066522786,-0.3900023042196395
2,-0.6245592137682247,-0.4211075664521562,1.0,1.0,0.8964214570007952,0.8861469461982081,-0.5361185533187383,0.1834147214347484
3,-0.6306562238868914,-0.7852213657876563,0.8964214570007952,0.8861469461982082,1.0,0.9999999999999998,-0.19334007027804562,0.23712933051019672
4,0.39854057066522786,-0.3900023042196395,-0.5361185533187384,0.1834147214347484,-0.19334007027804564,0.2371293305101967,1.0,0.9999999999999998
15.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999998,0.9999999999999999,-0.8128757356766884,0.020602141085758217,-0.6252705042325308,-0.9602713198087941,0.9795774492507723,0.3863055561009855
2,-0.8128757356766884,0.020602141085758217,1.0,0.9999999999999998,0.9417892626727061,0.21245914639969934,-0.754553757840877,-0.07684732793678399
3,-0.6252705042325308,-0.9602713198087941,0.9417892626727061,0.21245914639969937,1.0,1.0,-0.5799233464486272,-0.43705902756910153
4,0.9795774492507723,0.3863055561009855,-0.7545537578408769,-0.07684732793678399,-0.5799233464486272,-0.43705902756910153,1.0,0.9999999999999999
16.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999999,0.9999999999999999,-0.11912969256239914,0.3658693161997908,-0.31792515813037664,-0.7856076753876876,0.6129251683976313,0.6982658828075948
2,-0.11912969256239912,0.3658693161997908,1.0,1.0,0.8524441680919904,0.2553310899934463,-0.5698356286493159,0.31043900789426837
3,-0.31792515813037664,-0.7856076753876876,0.8524441680919904,0.2553310899934463,1.0,1.0,-0.4051524403136165,-0.5984315566110415
4,0.6129251683976313,0.6982658828075948,-0.5698356286493159,0.31043900789426837,-0.4051524403136165,-0.5984315566110414,1.0,0.9999999999999999
17.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.28571428571428575,0.8286284306493116,-0.17118419700436519,-0.7090386795208029,0.40919396764125066,-0.0692720808849469
2,0.28571428571428575,0.8286284306493116,1.0,1.0,0.8273902855210982,-0.493914580573631,-0.3804786014909874,-0.48731584929356114
3,-0.17118419700436519,-0.7090386795208029,0.8273902855210982,-0.49391458057363097,1.0,1.0,-0.3096838644555055,0.34109552012032324
4,0.4091939676412506,-0.0692720808849469,-0.3804786014909874,-0.4873158492935611,-0.3096838644555055,0.34109552012032324,1.0,1.0
18.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,0.9999999999999998,0.6681531047810609,0.8974686786861571,0.40976877353111485,-0.5819535640744167,0.13435230372511478,-0.6208926998307734
2,0.668153104781061,0.8974686786861571,0.9999999999999998,1.0,0.8761224904868536,-0.7448554203216075,0.4667931261158023,-0.8425608199604727
3,0.4097687735311148,-0.5819535640744167,0.8761224904868536,-0.7448554203216075,1.0,1.0,0.8037793292903933,0.9095785621190146
4,0.13435230372511475,-0.6208926998307734,0.4667931261158023,-0.8425608199604727,0.8037793292903933,0.9095785621190146,0.9999999999999998,1.0
19.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.8868817706475718,0.9470010131574804,0.6466313095043577,-0.1774780113739677,0.47252185346465886,-0.7801986389472976
2,0.8868817706475717,0.9470010131574803,0.9999999999999999,1.0,0.8852677897456387,-0.06483740121991456,0.626320685188866,-0.9273978255927366
3,0.6466313095043577,-0.1774780113739677,0.8852677897456388,-0.06483740121991458,1.0,1.0,0.8519252750717554,-0.03676976655551004
4,0.4725218534646589,-0.7801986389472977,0.626320685188866,-0.9273978255927365,0.8519252750717554,-0.03676976655551005,0.9999999999999999,0.9999999999999998
2.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,-0.38114148614196386,0.8520522057286626,0.1152100929224047,0.2261656365159503,0.005147804774894251,-0.547891967657742
2,-0.38114148614196386,0.8520522057286625,1.0,1.0,-0.4562039558238398,0.5819181751258558,-0.3379617280013332,-0.3024668307752
3,0.11521009292240468,0.2261656365159503,-0.4562039558238398,0.5819181751258558,1.0,1.0,0.9772864689717791,0.5520597296710974
4,0.005147804774894251,-0.5478919676577418,-0.3379617280013332,-0.3024668307752,0.9772864689717791,0.5520597296710974,1.0,1.0
20.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.9233279819284054,0.7518722555859098,0.7556096518348253,-0.16074760739013738,0.09598832852883321,-0.5080021331768082
2,0.9233279819284054,0.7518722555859098,1.0,1.0,0.9391786047461385,-0.07642723006446789,0.2540689677183972,-0.9397670681254419
3,0.7556096518348253,-0.16074760739013738,0.9391786047461385,-0.07642723006446789,1.0,1.0,0.18349396085439343,0.06703554099445802
4,0.0959883285288332,-0.5080021331768082,0.2540689677183972,-0.9397670681254418,0.18349396085439343,0.06703554099445802,1.0,1.0
21.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.8458944279149557,0.09671474291233285,0.5464825439244126,-0.04587349021359837,-0.04664026385059213,0.19829290175528735
2,0.8458944279149557,0.09671474291233284,0.9999999999999999,1.0,0.8781140799175229,0.6388765649999399,0.0402042200564173,-0.9355454065384636
3,0.5464825439244126,-0.045873490213598364,0.8781140799175228,0.6388765649999399,1.0,1.0,-0.017651945851821213,-0.6460412592089899
4,-0.04664026385059214,0.19829290175528735,0.04020422005641731,-0.9355454065384636,-0.017651945851821213,-0.6460412592089898,1.0,1.0
22.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,0.9999999999999998,0.41010287169008053,-0.9495610307181259,0.2851759127360151,-0.8040635998187732,-0.37069086288824615,0.5269359887247117
2,0.41010287169008053,-0.949561030718126,1.0,1.0,0.04402254531628117,0.948208685150386,-0.1594082380784678,-0.5952666895124025
3,0.2851759127360151,-0.8040635998187732,0.04402254531628117,0.9482086851503861,1.0,1.0,-0.6808829066491903,-0.6071372453257349
4,-0.37069086288824615,0.5269359887247117,-0.15940823807846782,-0.5952666895124025,-0.6808829066491902,-0.6071372453257349,1.0,1.0
23.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.17401229922129147,-0.9183430648690152,0.0962250448649376,-0.621740584275821,0.3164519054692858,0.5878208036404211
2,0.17401229922129147,-0.9183430648690152,1.0,1.0,-0.08219949365267863,0.8697455000079982,0.08826990064083523,-0.4571202730828424
