1.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.9802277779808234,0.9788861319918273
2,0.9802277779808234,0.9788861319918272,1.0,1.0
10.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999998,1.0,0.9934263842404087,0.9858049029656647
2,0.9934263842404089,0.9858049029656646,0.9999999999999998,1.0
11.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.9955909105057995,0.991716767505786
2,0.9955909105057995,0.991716767505786,1.0,1.0
12.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.9968487659694093,0.994951651525162
2,0.9968487659694093,0.994951651525162,0.9999999999999999,1.0
13.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.9975647009926769,0.996072765642033
2,0.9975647009926769,0.996072765642033,1.0,1.0
14.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999998,1.0,0.9981023836597487,0.9966049843728498
2,0.9981023836597487,0.9966049843728498,1.0,1.0
15.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.9984894403623962,0.9969485451137918
2,0.9984894403623961,0.9969485451137918,1.0,1.0
16.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.9986606492237164,0.9973142513801723
2,0.9986606492237164,0.9973142513801723,1.0,0.9999999999999999
2.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.9819439199150342,0.978959777234884
2,0.981943919915034,0.978959777234884,0.9999999999999999,0.9999999999999999
3.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.9856935097295023,0.9790339736167706
2,0.9856935097295023,0.9790339736167706,1.0,0.9999999999999999
4.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999998,0.9868128542035032,0.9819929900343841
2,0.9868128542035033,0.981992990034384,1.0,1.0
5.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999998,0.9880907579288623,0.9799372652733425
2,0.9880907579288623,0.9799372652733425,1.0,0.9999999999999999
6.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.9847374753561109,0.976733264146771
2,0.9847374753561108,0.9767332641467709,1.0,1.0
7.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.980883709807195,0.9655220260444206
2,0.980883709807195,0.9655220260444207,1.0,1.0
8.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.9713704762202782,0.9440151299833898
2,0.9713704762202782,0.9440151299833898,1.0,0.9999999999999999
9.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.984919938651185,0.968765008772563
2,0.9849199386511851,0.9687650087725631,0.9999999999999999,1.0
