1.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.9863533073999416,0.9067772080731631,0.8931292619043586,-0.9464847243000457,-0.9563861552408175,0.8488573980566635
2,0.9863533073999418,0.9067772080731631,1.0,1.0,0.8098582871985256,-0.8644271127061038,-0.9153961647855836,0.8772722015497767
3,0.8931292619043586,-0.9464847243000458,0.8098582871985256,-0.8644271127061038,1.0,1.0,-0.9248043889897674,-0.8083475160635323
4,-0.9563861552408176,0.8488573980566635,-0.9153961647855836,0.8772722015497768,-0.9248043889897672,-0.8083475160635324,1.0,1.0
10.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,-0.71770700054601,0.6303120996883952,-0.5470030291672946,0.5666251157231271,-0.4851167688875808,0.4565821698017754
2,-0.71770700054601,0.6303120996883952,1.0,1.0,0.5232108626496487,0.9926266464818073,0.7058823529411765,0.9705619484243675
3,-0.5470030291672946,0.5666251157231271,0.5232108626496487,0.9926266464818073,0.9999999999999998,1.0,0.9074900273075825,0.9912418579930357
4,-0.48511676888758076,0.4565821698017754,0.7058823529411765,0.9705619484243676,0.9074900273075825,0.9912418579930355,0.9999999999999999,1.0
11.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,-0.71770700054601,-0.13911819822466548,-0.6079260806826102,-0.7855201419773311,-0.32570528401194093,-0.9412999628642155
2,-0.71770700054601,-0.13911819822466548,1.0,1.0,0.5664411840370207,0.6256376994374735,0.5435261722544187,0.25135644646609556
3,-0.6079260806826102,-0.7855201419773311,0.5664411840370208,0.6256376994374735,0.9999999999999998,1.0,0.8723142242728905,0.896953430055455
4,-0.32570528401194093,-0.9412999628642155,0.5435261722544187,0.2513564464660956,0.8723142242728905,0.8969534300554551,1.0,1.0
12.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,-0.41601331263901004,0.17716821076742267,-0.01668753914405864,-0.7164138803277526,0.496445807724093,-0.8857889477565646
2,-0.41601331263901,0.17716821076742267,1.0,1.0,0.5803444325927718,0.39535250354376034,0.36544806646361927,-0.49309120508802745
