1.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.0,0.26918237920630667,-0.23487411606634423,-0.9557376159144372,-0.2237063980621689,-0.9365050845446868
2,0.0,0.26918237920630667,1.0,1.0,0.21852247309164866,-0.31021747694782015,0.4092915171514283,-0.13225214561447513
3,-0.2348741160663442,-0.9557376159144372,0.21852247309164866,-0.3102174769478201,0.9999999999999998,1.0,0.618318614315261,0.9495263859934262
4,-0.2237063980621689,-0.936505084544687,0.4092915171514283,-0.13225214561447513,0.618318614315261,0.9495263859934263,1.0,1.0
10.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.4098544981387468,-0.07194864249134775,0.10041216566726843,-0.049968374446552805,-0.3763844604833946,-0.6368147984278391
2,0.4098544981387468,-0.07194864249134776,1.0,1.0,0.6010989252450105,0.5397179251060388,-0.31775714033366226,0.6840999927720858
3,0.10041216566726843,-0.049968374446552805,0.6010989252450105,0.5397179251060388,1.0,1.0,0.00277333031989594,0.5150856814366762
4,-0.37638446048339463,-0.6368147984278391,-0.3177571403336622,0.6840999927720858,0.00277333031989594,0.5150856814366762,1.0,1.0
11.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,0.9999999999999999,-0.23412665763951643,-0.4466681858214092,-0.353948792934178,-0.018814859646949348,-0.4789533523312308,-0.7483332866146596
2,-0.2341266576395164,-0.44666818582140916,1.0,1.0,0.7092460227388285,0.1114713482352239,0.10385917191236492,0.7054870763146347
3,-0.353948792934178,-0.018814859646949348,0.7092460227388286,0.1114713482352239,1.0,1.0,0.41276500711189035,0.31953967131333827
4,-0.4789533523312308,-0.7483332866146595,0.1038591719123649,0.7054870763146347,0.41276500711189035,0.31953967131333827,1.0,1.0
12.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,0.9999999999999999,-0.37015491331685885,-0.5451388125394374,-0.7259290644189541,-0.32247065946352266,-0.5794828563067386,-0.8507797761016375
2,-0.37015491331685885,-0.5451388125394374,0.9999999999999998,1.0,0.5916443420450679,0.17114235703951175,0.16133610496935874,0.5912842920919931
3,-0.7259290644189541,-0.32247065946352266,0.5916443420450679,0.17114235703951175,1.0,0.9999999999999999,0.5964666830355954,0.5387115143616158
4,-0.5794828563067387,-0.8507797761016375,0.16133610496935874,0.5912842920919931,0.5964666830355954,0.5387115143616158,1.0,1.0
13.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999999,1.0,-0.5170051064385638,-0.6194917119017879,-0.919619921588089,-0.2904235407406676,-0.6788525368870872,-0.8950080394936754
