1.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.9877202534814239,0.971596457991439,0.9811766695883414,0.9784789038394346,0.970050878770534,0.98530912204074
2,0.9877202534814239,0.971596457991439,1.0,0.9999999999999999,0.9960147838474396,0.9987841260532221,0.9905454209873904,0.9793622405047595
3,0.9811766695883413,0.9784789038394346,0.9960147838474396,0.998784126053222,0.9999999999999999,1.0,0.9965702570176022,0.982800746432969
4,0.970050878770534,0.98530912204074,0.9905454209873905,0.9793622405047595,0.9965702570176023,0.982800746432969,1.0,0.9999999999999999
2.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.9853318022006238,0.9633054030023752,0.9843582607310328,0.9701726760559719,0.9734854416594382,0.9837389386037562
2,0.9853318022006238,0.9633054030023752,0.9999999999999999,1.0,0.9983019790371999,0.9987201901142557,0.9935035591015416,0.9777411901829339
3,0.9843582607310328,0.9701726760559719,0.9983019790371999,0.9987201901142556,0.9999999999999999,1.0,0.9964400891205302,0.9811310479495247
4,0.9734854416594383,0.9837389386037563,0.9935035591015418,0.977741190182934,0.9964400891205302,0.9811310479495245,0.9999999999999999,1.0
3.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.9844364175924101,0.9532029897221179,0.9830210536517117,0.960145185256175,0.9732550614240392,0.9809935154763298
2,0.9844364175924101,0.9532029897221179,1.0,0.9999999999999999,0.9981477852020295,0.998633540203495,0.9937118096525142,0.9749909369258818
3,0.9830210536517118,0.960145185256175,0.9981477852020295,0.998633540203495,1.0,1.0,0.9966955186452877,0.9785056608753046
4,0.9732550614240391,0.9809935154763298,0.9937118096525142,0.9749909369258818,0.9966955186452878,0.9785056608753046,1.0,0.9999999999999998
4.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.9811010181356526,0.9364646990572858,0.9792922554660918,0.9427471122132128,0.9670993985423164,0.9736318982111025
2,0.9811010181356528,0.9364646990572858,1.0,1.0,0.9981284179862473,0.9985111209934964,0.9928907168626016,0.9713492564147485
3,0.9792922554660918,0.9427471122132128,0.9981284179862473,0.9985111209934964,1.0,1.0,0.9962623292332226,0.9750993133486553
4,0.9670993985423164,0.9736318982111024,0.9928907168626017,0.9713492564147485,0.9962623292332224,0.9750993133486553,1.0,1.0
5.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.9777874147848694,0.9184882128246126,0.9747793881928625,0.9241844381290742,0.9595920051327794,0.9668977888877694
2,0.9777874147848694,0.9184882128246126,1.0,0.9999999999999999,0.9978343497590121,0.9982689757429511,0.9915764943500037,0.9659224970858818
3,0.9747793881928625,0.9241844381290744,0.9978343497590121,0.9982689757429511,0.9999999999999999,0.9999999999999999,0.9958427952262207,0.9696150052520008
4,0.9595920051327795,0.9668977888877694,0.9915764943500037,0.9659224970858818,0.9958427952262207,0.9696150052520008,1.0,1.0
6.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.9738076196473269,0.8979903475227409,0.9677293021907469,0.901679372618996,0.9470026200282954,0.9588984419274025
2,0.9738076196473268,0.8979903475227409,0.9999999999999998,1.0,0.9973106926846799,0.9978911735144367,0.9892725491259284,0.9608865050135003
3,0.9677293021907468,0.901679372618996,0.99731069268468,0.9978911735144366,1.0,1.0,0.9949370509966556,0.9629685096747542
4,0.9470026200282955,0.9588984419274025,0.9892725491259283,0.9608865050135004,0.9949370509966557,0.9629685096747542,1.0,1.0
