1.txt
-,1,-,2,-,3,-,4,-
3,-0.747700710220191,0.8812503285343812,-0.6957873625537664,0.8542464520070805,-0.7445837823183659,1.0,0.09987214644308803,0.5788057962479849
4,-0.9439752981202596,0.46322562351680935,-0.9614013222407518,0.4913668013763659,-0.7268718846617093,0.5788057962479849,-0.3924789105703284,1.0
39.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.6295463887795252,1.0,0.5873104085911927,0.9977773317454179,0.7414164797807181,0.9501890363269886,0.4973339756682074,0.9323721546366368
2,-0.35293358105754524,0.9977773317454179,-0.40450390290302574,1.0,-0.04412894253572743,0.9306766111523009,-0.1520572240431492,0.9304408335139119
3,-0.29015489012077705,0.9501890363269885,-0.28754307088247566,0.9306766111523008,-0.23111339372380288,1.0,-0.27110078604939686,0.9435906664597181
4,-0.9396811148036022,0.9323721546366368,-0.9599208049746476,0.930440833513912,-0.809134675231857,0.9435906664597182,-0.8767963526278757,1.0
4.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,-0.4569697557182395,0.9999999999999998,0.8118803181951318,-0.006621035765676458,-0.24919098875296125,0.7547980772871161,-0.5939488317241718,0.19776984348617405
2,-0.47107465898220974,-0.006621035765676458,0.37066780361164825,1.0,-0.27048731614904065,-0.05660377358490564,-0.35173632651607983,-0.7465009458380218
3,-0.8931404864748798,0.7547980772871161,0.33260834502660425,-0.05660377358490564,-0.8869555867376112,1.0,-0.6163581702322913,0.5981894996450374
4,0.42888886862559394,0.19776984348617405,0.7313175584770358,-0.7465009458380218,0.37066780361164825,0.5981894996450374,-0.43573306120648697,0.9999999999999998
40.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.6787408415742642,1.0,0.6304886387294215,0.9955682128219574,0.7725537114383831,0.94694683256342,0.5429502972961222,0.9676857537260813
2,0.18605333479372296,0.9955682128219574,0.15617061395391546,1.0,0.37607845132644707,0.9151268578413386,0.275875257393397,0.9659458686939992
3,0.2945100181165116,0.94694683256342,0.28216632399155017,0.9151268578413386,0.20300870439452962,1.0,0.04799047963316751,0.9343928885226794
4,-0.6415780350894148,0.9676857537260812,-0.6153267706495388,0.9659458686939992,-0.6149737571591559,0.9343928885226794,-0.5930799334798286,1.0
41.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.8198915917499228,0.9999999999999998,0.7936652694399348,0.9953996347370686,0.8322947303607157,0.9770810832049942,0.7172977966174566,0.9720767474833041
2,0.6304708185546803,0.9953996347370686,0.6364509234808057,1.0,0.5923775344862208,0.9528313008915155,0.5833539752628517,0.9746017852450489
3,0.4674734950042286,0.9770810832049944,0.45444756446293083,0.9528313008915155,0.4666803562110618,1.0,0.4085080133288457,0.9464784522084999
4,-0.025125945381480302,0.972076747483304,0.05202254317344156,0.9746017852450489,-0.20902762876896447,0.9464784522084998,-0.033351867298253506,1.0
42.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.7406769103761988,1.0,0.7260086165606214,0.9938272079450859,0.7717771087967352,0.9748753665353798,0.5842672194476922,0.9620031380769276
2,0.005139204864531221,0.993827207945086,0.033945108623389925,0.9999999999999999,-0.07144477389479514,0.9446904896340932,-0.14265767420982473,0.9560817798798947
3,0.4070703950928954,0.9748753665353798,0.4102836807069968,0.9446904896340932,0.42757318193606475,1.0,0.30034825904053203,0.9315003078571906
4,-0.04567210044745519,0.9620031380769274,0.054468211282418244,0.9560817798798948,-0.22046163969629431,0.9315003078571905,-0.1008475987863039,1.0
43.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.21788304034847172,1.0,0.1904761904761905,0.9966266605906129,0.23827776158142444,0.9816865012454085,0.22316120055959354,0.9988991573026179
2,-0.8079947221066848,0.9966266605906129,-0.7965491573261553,1.0,-0.8406262885329573,0.9710994952255732,-0.8006242662474934,0.9965269903625407
3,-0.8076651469689241,0.9816865012454085,-0.8119228947488144,0.9710994952255732,-0.8525707884285804,1.0,-0.7862610132007652,0.972041761339411
4,-0.021262124329475125,0.9988991573026179,0.05403319584218193,0.9965269903625408,-0.07267370212304063,0.972041761339411,-0.014614071938023682,1.0
44.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,-0.2337226140071365,1.0,-0.2235775948904771,0.9962475749653579,-0.21609689756629302,0.9973206542754542,-0.2350863700757453,0.9996804006689267
2,-0.8192163010770898,0.9962475749653579,-0.825443887967471,1.0,-0.8425547911382157,0.9950905566947069,-0.8134798763870238,0.994287621604991
3,-0.2172416823232704,0.9973206542754544,-0.2998410445082376,0.9950905566947071,-0.2247336731470819,1.0,-0.20048712888863482,0.995522761290282
4,-0.34935031716097176,0.9996804006689266,-0.3466540568937121,0.9942876216049911,-0.28637750768550907,0.9955227612902819,-0.36508266183709637,0.9999999999999999
45.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,-0.7949254730489637,1.0,-0.8337680720259669,0.9925571287449791,-0.8520943736333568,0.9897277955716366,-0.8742958644971365,0.9894051888303983
2,-0.2747462461054049,0.992557128744979,-0.21978584403009196,1.0,-0.20887803632087906,0.9948914653515087,-0.14666153157163667,0.9933776274187561
3,-0.48483464175447244,0.9897277955716366,-0.5785790702973176,0.9948914653515087,-0.5303310861820598,1.0,-0.5181446627137273,0.9959259025227539
4,0.43833704164723747,0.9894051888303982,0.5062502047457282,0.9933776274187561,0.561358040873774,0.9959259025227539,0.5429452456632227,1.0
46.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,-0.6127277706399517,1.0,-0.7614869469637939,0.9687440276333871,-0.7778783553922626,0.970033404203126,-0.8875450517988445,0.9050099302224145
2,-0.3973274368707801,0.968744027633387,-0.3779965787194579,1.0,-0.3594510465845773,0.9981833461758334,-0.34720302081706667,0.9677051111260835
3,-0.2856333607672632,0.9700334042031261,-0.4982397204277887,0.9981833461758335,-0.4671738596542959,0.9999999999999999,-0.5135197968638814,0.9762530056652804
