1.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.983560038958242,0.961885984399041
2,0.9835600389582418,0.961885984399041,1.0,1.0
10.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.9689138515347842,0.9613630363418436
2,0.9689138515347843,0.9613630363418436,0.9999999999999998,1.0
11.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.9656146673528243,0.19687480773953944
2,0.9656146673528241,0.19687480773953944,1.0,1.0
12.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.9004033756661941,-0.6506000486323554
2,0.900403375666194,-0.6506000486323554,1.0,0.9999999999999999
13.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.6616710824722164,-0.22173634181704527
2,0.6616710824722164,-0.22173634181704524,1.0,1.0
14.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.5758804905275904,-0.6761234037828132
2,0.5758804905275904,-0.6761234037828133,1.0,0.9999999999999999
15.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.6440133207399291,-0.5257672820934548
2,0.6440133207399291,-0.5257672820934548,1.0,0.9999999999999999
16.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.5884898863364998,-0.6150442477876106
2,0.5884898863364997,-0.6150442477876106,1.0,1.0
17.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.7388664511337208,0.12107946656743462
2,0.7388664511337208,0.12107946656743464,0.9999999999999998,1.0
18.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.9511211340293916,-0.3849084009239673
2,0.9511211340293916,-0.3849084009239673,1.0,0.9999999999999998
19.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999999,0.9999999999999998,0.9511211340293916,-0.1907567565296838
2,0.9511211340293916,-0.19075675652968382,1.0,1.0
2.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.9181267926964238,0.8798277474022689
2,0.9181267926964238,0.8798277474022689,1.0,1.0
20.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.9544991995634753,0.672916049834584
2,0.9544991995634753,0.672916049834584,1.0,1.0
21.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.9771111842173442,0.7969234751947364
2,0.9771111842173442,0.7969234751947364,1.0,1.0
22.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999998,0.9820785435763868,0.8547333757184442
2,0.9820785435763868,0.8547333757184441,0.9999999999999999,1.0
23.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.994674780541433,0.9853168813594079
2,0.9946747805414331,0.9853168813594078,1.0,0.9999999999999999
24.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999998,1.0,0.9975113324566398,0.9984838746537016
2,0.9975113324566397,0.9984838746537015,1.0,1.0
25.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.9992004639330978,0.9996995392918243
2,0.9992004639330978,0.9996995392918244,1.0,0.9999999999999998
26.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.9994058281022284,0.9980783844448621
2,0.9994058281022284,0.9980783844448621,1.0,1.0
27.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.9992240376621014,0.9959567619611158
2,0.9992240376621014,0.9959567619611158,0.9999999999999998,1.0
28.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.9959677146680859,0.9825697501722147
2,0.995967714668086,0.9825697501722146,1.0,0.9999999999999999
29.txt
