1.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.8164470997497716,0.8713837750086775
2,0.8164470997497715,0.8713837750086775,1.0,1.0
10.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.8240654644756601,0.8837735945622932
2,0.82406546447566,0.8837735945622931,1.0,1.0
11.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.8273928121810062,0.8961804320802611
2,0.8273928121810062,0.8961804320802611,1.0,1.0
12.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.8287221003662502,0.9080734884255729
2,0.8287221003662502,0.9080734884255728,1.0,0.9999999999999999
13.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.8292488423400185,0.9180995529653769
2,0.8292488423400186,0.9180995529653768,1.0,1.0
14.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.8292135104673671,0.9283744719246136
2,0.829213510467367,0.9283744719246135,0.9999999999999998,1.0
15.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.8284622652184741,0.9367506570362093
2,0.8284622652184741,0.9367506570362093,1.0,1.0
16.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.8258774870637514,0.9430272991244465
2,0.8258774870637514,0.9430272991244465,1.0,1.0
17.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.8212816591143679,0.9461151115986242
2,0.8212816591143679,0.9461151115986242,1.0,1.0
18.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.813320561791329,0.9487340889370866
2,0.813320561791329,0.9487340889370867,0.9999999999999998,1.0
19.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.805470652881269,0.9512054711838993
2,0.805470652881269,0.9512054711838993,0.9999999999999998,1.0
2.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.8135043356812595,0.8689066153301297
2,0.8135043356812593,0.8689066153301297,1.0,1.0
20.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.7960797314173687,0.9545390164383851
2,0.7960797314173688,0.954539016438385,1.0,0.9999999999999999
21.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.786081512390093,0.9572839229862434
2,0.7860815123900932,0.9572839229862435,1.0,1.0
22.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999998,1.0,0.7748853795084023,0.9588897323589343
2,0.7748853795084023,0.9588897323589343,1.0,1.0
23.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.7611842019757619,0.9585807946780885
2,0.7611842019757619,0.9585807946780885,1.0,1.0
24.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999998,1.0,0.7439884554821271,0.9580853955695047
2,0.7439884554821271,0.9580853955695047,1.0,0.9999999999999999
25.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.7250950935050325,0.9573244319504505
2,0.7250950935050325,0.9573244319504504,1.0,0.9999999999999999
26.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.703826399302259,0.9550095814978248
2,0.703826399302259,0.9550095814978248,1.0,1.0
27.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.680433828279042,0.9523036179690701
2,0.680433828279042,0.9523036179690703,1.0,0.9999999999999999
28.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.6642207980125109,0.9497003522981704
2,0.6642207980125109,0.9497003522981704,1.0,1.0
29.txt
-,1,-,2,-
Object,YY,XX,YY,XX
