1.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999998,1.0,0.8150519155029092,0.9298459829564215,0.8455028107088609,0.9358996550695171,0.3465164906015069,0.9351399723828779
2,0.8150519155029093,0.9298459829564214,1.0,0.9999999999999998,0.9193370809986965,0.9926810480715055,0.5659741757157941,0.9908556903376748
3,0.8455028107088609,0.935899655069517,0.9193370809986965,0.9926810480715055,1.0,1.0,0.5660330400500921,0.9887929701026419
4,0.3465164906015069,0.935139972382878,0.5659741757157942,0.9908556903376747,0.5660330400500923,0.988792970102642,1.0,0.9999999999999999
10.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.459822237518669,0.9809724313278908,0.6074546205861215,0.92276460950232,0.04039879266944873,0.8396245281096464
2,0.45982223751866896,0.9809724313278909,0.9999999999999999,0.9999999999999998,0.7978118738892832,0.88366245520722,0.44384884964089405,0.7885560915975036
3,0.6074546205861215,0.92276460950232,0.7978118738892833,0.88366245520722,0.9999999999999999,1.0,0.6065663940912508,0.9252812079893282
4,0.04039879266944873,0.8396245281096464,0.44384884964089405,0.7885560915975035,0.6065663940912507,0.9252812079893283,0.9999999999999999,0.9999999999999998
11.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.4009955856938364,0.9697874460288758,0.4958902418884996,0.901805622667367,-0.06638928258657414,0.7971137554672207
2,0.4009955856938364,0.9697874460288757,0.9999999999999999,1.0,0.669385857732445,0.8455444814582819,0.3175424531898983,0.7438038351819125
3,0.4958902418884996,0.9018056226673669,0.669385857732445,0.8455444814582819,0.9999999999999999,1.0,0.6108397042428062,0.9001263191504667
4,-0.06638928258657413,0.7971137554672206,0.3175424531898983,0.7438038351819125,0.6108397042428062,0.9001263191504668,1.0,0.9999999999999999
12.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,0.9999999999999998,0.23809249470548796,0.955051272287453,0.3185047331508512,0.86584248099477,-0.2791653096715478,0.7261962398779327
2,0.23809249470548796,0.955051272287453,1.0,0.9999999999999999,0.5624954429083632,0.7997033208408681,0.1689680602548002,0.6796349286783402
3,0.3185047331508512,0.8658424809947701,0.5624954429083632,0.7997033208408681,0.9999999999999998,1.0,0.5537310406045537,0.8690116578446453
4,-0.27916530967154773,0.7261962398779327,0.16896806025480018,0.6796349286783402,0.5537310406045537,0.8690116578446454,1.0,0.9999999999999999
13.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.23862949361345567,0.930545532200194,0.3079141150796905,0.8261010888131316,-0.2681907171106691,0.6544256081133977
2,0.23862949361345567,0.930545532200194,0.9999999999999999,1.0,0.5224406572623844,0.7377619045641703,0.10196362569218453,0.5998727744159136
3,0.3079141150796905,0.8261010888131316,0.5224406572623844,0.7377619045641703,0.9999999999999999,1.0,0.5840998966719102,0.8359907215850335
4,-0.2681907171106691,0.6544256081133976,0.10196362569218455,0.5998727744159136,0.5840998966719101,0.8359907215850335,1.0,1.0
14.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,0.9999999999999998,0.2853278526710731,0.9063973761523143,0.24597665223366746,0.8174669807498215,-0.3752572188101774,0.586301032973712
2,0.2853278526710731,0.9063973761523142,1.0,1.0,0.4770227835051131,0.696237457473917,0.027246206356499887,0.524636998009099
3,0.24597665223366746,0.8174669807498215,0.4770227835051131,0.696237457473917,1.0,1.0,0.5990681640479045,0.7896037325482718
4,-0.3752572188101774,0.586301032973712,0.02724620635649989,0.5246369980090991,0.5990681640479046,0.7896037325482717,0.9999999999999998,1.0
15.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.2877801507368086,0.9133030964323371,0.17213014545931146,0.8282597442380777,-0.4010150869927193,0.596873919545015
2,0.2877801507368086,0.9133030964323372,1.0,1.0,0.3643897013352634,0.6879105180311452,-0.020241969616771223,0.5159219601537416
3,0.17213014545931146,0.8282597442380777,0.3643897013352634,0.6879105180311452,1.0,1.0,0.6632065268569246,0.7826027749021353
4,-0.4010150869927193,0.596873919545015,-0.020241969616771223,0.5159219601537416,0.6632065268569246,0.7826027749021353,1.0,1.0
16.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.1978221396044714,0.9320301859160154,0.002227083073897943,0.8591598933185353,-0.49817613389435117,0.6455710706676414
2,0.19782213960447143,0.9320301859160154,1.0,1.0,0.2914313857880597,0.7160789362700661,-0.03275339663812815,0.5476610342766138
3,0.0022270830738979432,0.8591598933185353,0.2914313857880597,0.7160789362700661,1.0,1.0,0.6972037043821274,0.7987484586040668
4,-0.49817613389435117,0.6455710706676414,-0.03275339663812815,0.5476610342766138,0.6972037043821274,0.7987484586040668,1.0,1.0
17.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.16185912332809152,0.9540699058788478,-0.08409618788124357,0.898855383665105,-0.5382746808199765,0.7460234982268906
2,0.16185912332809152,0.9540699058788478,0.9999999999999999,1.0,0.23757718898758398,0.7841990956411141,-0.032584694723300334,0.6602725356042247
3,-0.08409618788124355,0.8988553836651049,0.23757718898758398,0.7841990956411141,1.0,1.0,0.734932056093188,0.8507600640265857
4,-0.5382746808199764,0.7460234982268907,-0.032584694723300334,0.6602725356042246,0.734932056093188,0.8507600640265855,1.0,1.0
18.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999998,1.0,-0.0140792856784797,0.9743225377102045,-0.3020590261651162,0.9350904971581359,-0.5921841002026532,0.8380528034740038
2,-0.0140792856784797,0.9743225377102043,1.0,0.9999999999999998,0.1749109367774776,0.8670048344045982,0.009663635822363287,0.7812684338815845
3,-0.3020590261651162,0.935090497158136,0.1749109367774776,0.8670048344045983,1.0,1.0,0.7762621900540038,0.9096237308299768
4,-0.5921841002026532,0.8380528034740037,0.009663635822363285,0.7812684338815845,0.7762621900540038,0.9096237308299769,1.0,1.0
19.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999998,1.0,-0.21468978755409773,0.9844440739801886,-0.4267581587709416,0.9574826203577237,-0.6521287392520662,0.8954810981608623
2,-0.21468978755409773,0.9844440739801886,1.0,1.0,0.13221294709920892,0.9107938553372188,0.050346268388311535,0.8550794133129032
3,-0.42675815877094153,0.9574826203577237,0.13221294709920892,0.9107938553372188,0.9999999999999999,1.0,0.784178905093968,0.9445813720221072
4,-0.6521287392520662,0.8954810981608623,0.050346268388311535,0.855079413312903,0.784178905093968,0.9445813720221072,0.9999999999999999,1.0
2.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.8094189915201047,0.9362684320669443,0.8344735383043376,0.9433782092987404,0.26255582181054526,0.951662849292814
2,0.8094189915201047,0.9362684320669443,1.0,1.0,0.9137372997115332,0.9868797782090369,0.5199731783968624,0.9914059553474687
3,0.8344735383043376,0.9433782092987404,0.9137372997115332,0.9868797782090369,0.9999999999999999,0.9999999999999998,0.5314386307659077,0.9865648879196326
4,0.26255582181054526,0.951662849292814,0.5199731783968623,0.9914059553474687,0.5314386307659077,0.9865648879196327,1.0,1.0
20.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,-0.24211932063678115,0.9889019391770707,-0.3052557671936407,0.9668201627810067,-0.6432960050826788,0.921068751244733
2,-0.24211932063678115,0.9889019391770707,0.9999999999999998,1.0,0.11274120161767302,0.9384242630265343,0.04453558022113329,0.8971062716545422
3,-0.3052557671936407,0.9668201627810067,0.11274120161767302,0.9384242630265343,1.0,1.0,0.7185207166955824,0.9626607048835405
4,-0.6432960050826788,0.921068751244733,0.04453558022113329,0.8971062716545422,0.7185207166955825,0.9626607048835405,1.0,1.0
21.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,-0.10561771031934986,0.9905255492831273,-0.023646011070718558,0.9712499776724347,-0.6111042299163875,0.9298690083257423
2,-0.10561771031934987,0.9905255492831273,1.0,0.9999999999999999,0.12974626206072326,0.953413506466687,0.03501586001728278,0.9190660316282846
3,-0.023646011070718558,0.9712499776724347,0.12974626206072326,0.9534135064666869,1.0,1.0,0.610585498741252,0.9705446057405096
4,-0.6111042299163875,0.9298690083257423,0.03501586001728278,0.9190660316282845,0.610585498741252,0.9705446057405096,0.9999999999999999,1.0
22.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,-0.06642573744793973,0.9908952592907284,0.09462748750587757,0.9716411094603621,-0.5847673691647083,0.9306995831131201
2,-0.06642573744793973,0.9908952592907284,0.9999999999999998,0.9999999999999999,0.152688717181437,0.9615735211264438,0.025920140263821438,0.9290565768002937
3,0.09462748750587756,0.9716411094603621,0.152688717181437,0.9615735211264439,1.0,1.0,0.5555635680830158,0.9763954214566227
4,-0.5847673691647083,0.9306995831131201,0.025920140263821438,0.9290565768002936,0.5555635680830158,0.9763954214566228,1.0,1.0
23.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.033343325640321386,0.9912635223227335,0.1346479350844406,0.97048991364488,-0.56830153823685,0.926912280589887
2,0.033343325640321386,0.9912635223227334,0.9999999999999998,0.9999999999999999,0.1797783987076585,0.9669715797678939,0.020254970944924535,0.9333963269091659
3,0.1346479350844406,0.97048991364488,0.17977839870765852,0.9669715797678939,0.9999999999999999,0.9999999999999999,0.5544183782169974,0.9788088561087481
4,-0.5683015382368499,0.9269122805898871,0.020254970944924535,0.9333963269091659,0.5544183782169974,0.9788088561087482,1.0,1.0
24.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.04710106384764059,0.9909116620734805,0.14860237417181477,0.9662336026736423,-0.5582272243105016,0.9188711514999145
2,0.047101063847640595,0.9909116620734805,1.0,0.9999999999999998,0.2029367808563508,0.9692483446122688,0.03450002934065535,0.9337926663749384
3,0.14860237417181474,0.9662336026736423,0.2029367808563508,0.9692483446122689,0.9999999999999999,1.0,0.5606379844939173,0.9803943462354364
4,-0.5582272243105016,0.9188711514999144,0.03450002934065535,0.9337926663749384,0.5606379844939173,0.9803943462354365,1.0,1.0
25.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.10691104825138913,0.9898464970733845,0.21768381340110418,0.9585531724433638,-0.5350667395235997,0.9098951643390415
2,0.10691104825138913,0.9898464970733845,1.0,1.0,0.3392381453338072,0.9698947364549214,0.0610744327678272,0.9341303611927546
3,0.21768381340110418,0.9585531724433637,0.3392381453338072,0.9698947364549214,1.0,1.0,0.5306477984976464,0.9825539809641962
4,-0.5350667395235997,0.9098951643390416,0.061074432767827196,0.9341303611927546,0.5306477984976464,0.9825539809641962,0.9999999999999999,0.9999999999999999
26.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.13775883912109702,0.9861181149196828,0.3012384685058622,0.9434798587176471,-0.49546079054204556,0.8903372457627143
2,0.13775883912109704,0.9861181149196828,1.0,1.0,0.380484898605252,0.9684765190483959,0.08222272088536518,0.9306551957630296
3,0.3012384685058622,0.9434798587176471,0.380484898605252,0.9684765190483958,1.0,0.9999999999999999,0.5105306553943999,0.9839367020048863
4,-0.4954607905420456,0.8903372457627142,0.08222272088536518,0.9306551957630296,0.5105306553943999,0.9839367020048863,1.0,1.0
27.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.21183048197524587,0.9827687455865037,0.30800192673040727,0.9279122032641318,-0.49899399866321825,0.8752649375018982
2,0.21183048197524587,0.9827687455865036,1.0,1.0,0.45509302589328743,0.9670768929055776,0.13613518165950309,0.929727183172807
3,0.30800192673040727,0.9279122032641318,0.45509302589328743,0.9670768929055776,0.9999999999999998,1.0,0.518787677584697,0.9853649358674667
4,-0.49899399866321825,0.8752649375018983,0.13613518165950309,0.9297271831728069,0.518787677584697,0.9853649358674668,1.0,1.0
28.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.12705350649736985,0.976730548950684,0.2686018049987565,0.9053256397389134,-0.49736488092658354,0.8554047044707036
