1.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.8672490729254898,0.8936652244565539
2,0.8672490729254899,0.8936652244565539,1.0,0.9999999999999999
10.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999998,1.0,0.8516828206568628,0.9102818976211366
2,0.851682820656863,0.9102818976211366,1.0,0.9999999999999999
11.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.8500179695376896,0.9150812347745827
2,0.8500179695376896,0.9150812347745826,1.0,1.0
12.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999998,0.9999999999999999,0.8481844750390172,0.9200857544361236
2,0.8481844750390172,0.9200857544361235,1.0,1.0
13.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.846216927849,0.92439922665632
2,0.8462169278489999,0.92439922665632,0.9999999999999998,1.0
14.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.8445818697787678,0.9292498661327034
2,0.8445818697787678,0.9292498661327034,1.0,1.0
15.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.843547013086912,0.9332830068908253
2,0.8435470130869122,0.9332830068908254,0.9999999999999998,1.0
16.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.8424116130884727,0.9367336811802905
2,0.8424116130884727,0.9367336811802905,1.0,1.0
17.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.8409667214849339,0.938601796769302
2,0.8409667214849339,0.9386017967693021,1.0,1.0
18.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.8386435386089317,0.9400601903205483
2,0.8386435386089316,0.9400601903205483,1.0,1.0
19.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999998,1.0,0.8374473389918742,0.9409444878737474
2,0.8374473389918742,0.9409444878737473,0.9999999999999998,1.0
2.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.8656462851587392,0.894808159733276
2,0.8656462851587392,0.894808159733276,1.0,1.0
20.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999998,1.0,0.8361944967926382,0.9423706097206402
2,0.8361944967926382,0.9423706097206402,1.0,1.0
21.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.8347416721591668,0.9433616929248428
2,0.8347416721591668,0.9433616929248427,0.9999999999999998,1.0
22.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.8305802649185945,0.9432218942382588
2,0.8305802649185945,0.9432218942382588,1.0,0.9999999999999999
23.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.8255871181539688,0.9423917727319915
2,0.8255871181539688,0.9423917727319914,1.0,0.9999999999999999
24.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,1.0,0.8203580752858457,0.9416100648057093
2,0.8203580752858457,0.9416100648057093,1.0,1.0
25.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999998,1.0,0.8140491085932995,0.9411754422650669
2,0.8140491085932995,0.941175442265067,0.9999999999999998,0.9999999999999999
26.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,0.9999999999999998,1.0,0.8069464967932164,0.9402906072011928
2,0.8069464967932164,0.9402906072011928,0.9999999999999998,1.0
27.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.7983991565353807,0.939391793075369
2,0.7983991565353807,0.9393917930753689,1.0,1.0
28.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1.0,0.9999999999999999,0.793149665871789,0.9384944655451435
2,0.7931496658717891,0.9384944655451434,1.0,1.0
29.txt
