1.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999999,1.0,-0.3999610214648349,0.011022059124739976,-0.6615046508888639,-0.7419661220281485,-0.483055658477591,-0.8244021891986467
2,-0.399961021464835,0.011022059124739976,1.0,1.0,0.7219473447266351,-0.35930120719452513,-0.01931989283164414,0.04632241317463756
3,-0.6615046508888639,-0.7419661220281485,0.721947344726635,-0.3593012071945251,0.9999999999999999,1.0,0.4277950552506321,0.8192098022677107
4,-0.483055658477591,-0.8244021891986468,-0.01931989283164414,0.04632241317463756,0.42779505525063205,0.8192098022677108,0.9999999999999999,1.0
10.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999999,1.0,-0.18748252251972958,-0.532931183372809,-0.6625413551882215,0.05765685354891112,-0.35186819189103047,-0.41066340529547085
2,-0.18748252251972958,-0.532931183372809,1.0,1.0,0.6348695856709023,0.3812630266770919,-0.008451406084789035,0.6973030371039
3,-0.6625413551882215,0.05765685354891112,0.6348695856709023,0.381263026677092,1.0,1.0,0.187041891719723,0.6841619071460266
4,-0.35186819189103047,-0.41066340529547085,-0.008451406084789035,0.6973030371039,0.187041891719723,0.6841619071460266,1.0,1.0
11.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,-0.2823135500267511,-0.5873105458181235,-0.7289372172167686,0.1965649799365428,-0.384560066481979,-0.3704396655758405
2,-0.2823135500267511,-0.5873105458181234,1.0,0.9999999999999999,0.5942417967576945,0.23003239838593556,-0.03621754604702609,0.6198421822712123
3,-0.7289372172167686,0.19656497993654282,0.5942417967576946,0.23003239838593556,1.0,1.0,0.2251592375410978,0.6239721039906235
4,-0.38456006648197893,-0.37043966557584057,-0.03621754604702609,0.6198421822712123,0.22515923754109776,0.6239721039906234,1.0,0.9999999999999999
12.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999999,0.9999999999999999,-0.2882745795321275,-0.6356891098534436,-0.6994378126302535,0.30878749821262563,-0.38053568859884335,-0.290347349208075
2,-0.2882745795321275,-0.6356891098534436,1.0,1.0,0.5335236446693632,0.09913718259197335,-0.041997428327965956,0.4730503374879652
3,-0.6994378126302535,0.30878749821262563,0.5335236446693633,0.09913718259197335,1.0,1.0,0.26704154749819453,0.6111852154701266
4,-0.38053568859884335,-0.29034734920807503,-0.041997428327965956,0.47305033748796516,0.2670415474981945,0.6111852154701266,1.0,1.0
13.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,-0.2771510561367103,-0.6042017910908387,-0.6451580517949494,0.39158979206202754,-0.36984033531383803,-0.19155328932862642
2,-0.27715105613671026,-0.6042017910908387,1.0,1.0,0.5333755133496645,-0.011111738462284873,-0.007255803752894392,0.32689134197463954
3,-0.6451580517949496,0.39158979206202754,0.5333755133496645,-0.011111738462284875,0.9999999999999999,1.0,0.3120558877909819,0.5903581702714669
4,-0.36984033531383803,-0.19155328932862645,-0.007255803752894391,0.3268913419746396,0.3120558877909819,0.5903581702714669,1.0,1.0
14.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,0.9999999999999998,-0.26119916792957126,-0.5147616022802263,-0.5962227802648695,0.4500411697495245,-0.3636973638365141,-0.16749990250125515
2,-0.26119916792957126,-0.5147616022802263,1.0,1.0,0.5969920064658819,-0.0223757747313814,-0.0006042747615263355,0.25313160920097155
3,-0.5962227802648695,0.45004116974952446,0.5969920064658819,-0.0223757747313814,1.0,0.9999999999999999,0.2922761786144904,0.5771456521242163
4,-0.363697363836514,-0.16749990250125518,-0.0006042747615263356,0.2531316092009716,0.2922761786144904,0.5771456521242163,0.9999999999999999,0.9999999999999999
15.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999999,0.9999999999999998,-0.13806237253440184,-0.5720255434420697,-0.5256888176030668,0.4731465639928403,-0.33756197832989626,-0.21108709090375552
2,-0.13806237253440184,-0.5720255434420698,0.9999999999999998,1.0,0.6303507831318247,-0.09176763791108188,-0.002145703449519274,0.2390559745890838
3,-0.525688817603067,0.4731465639928402,0.6303507831318247,-0.09176763791108188,0.9999999999999999,0.9999999999999999,0.29784635772084583,0.517599497206887
4,-0.33756197832989626,-0.21108709090375555,-0.002145703449519274,0.2390559745890838,0.2978463577208459,0.517599497206887,1.0,1.0
16.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.10463373204001092,-0.5783964304868571,-0.33108860059981227,0.48926112394387555,-0.2751992863227534,-0.37848936200650946
2,0.10463373204001092,-0.5783964304868571,1.0,0.9999999999999998,0.7045557307684817,-0.09496353776026532,-0.013937948611542617,0.34655491011511835
3,-0.33108860059981227,0.48926112394387555,0.7045557307684817,-0.09496353776026534,0.9999999999999999,0.9999999999999998,0.2970274134030722,0.3396020592871329
4,-0.2751992863227534,-0.37848936200650946,-0.013937948611542617,0.34655491011511835,0.2970274134030722,0.33960205928713283,0.9999999999999999,1.0
17.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.22053710302771565,-0.5802895937734815,-0.21292515687497063,0.5276366844215575,-0.1760303576551726,-0.4214275585028514
2,0.22053710302771568,-0.5802895937734815,1.0,0.9999999999999998,0.7397578325484306,-0.13462973827295413,0.11279329402109554,0.34680470343962555
3,-0.21292515687497066,0.5276366844215575,0.7397578325484306,-0.13462973827295416,0.9999999999999999,1.0,0.3224890348452696,0.2432649776175734
4,-0.17603035765517258,-0.4214275585028514,0.11279329402109553,0.34680470343962555,0.3224890348452696,0.2432649776175734,1.0,1.0
18.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.32499186789796114,-0.5991013365058396,-0.14418430020955142,0.5121470294731576,-0.0331975574336045,-0.5050782328818806
2,0.32499186789796114,-0.5991013365058396,1.0,1.0,0.7277944295604066,-0.07019851566807907,0.2262677808778764,0.46765415658964227
3,-0.14418430020955142,0.5121470294731576,0.7277944295604067,-0.07019851566807907,1.0,1.0,0.3430096351845711,0.15214795648052984
4,-0.0331975574336045,-0.5050782328818806,0.2262677808778764,0.46765415658964227,0.3430096351845711,0.15214795648052984,1.0,0.9999999999999998
19.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999999,1.0,0.40299022478607277,-0.6280242636672592,-0.11137930265215441,0.4719104590146259,-0.01264366727732535,-0.5792969913444954
2,0.4029902247860727,-0.6280242636672592,0.9999999999999999,1.0,0.7485177654440479,-0.12655228503671534,0.22678554727201977,0.45975331058339847
3,-0.11137930265215441,0.47191045901462586,0.7485177654440478,-0.12655228503671534,1.0,0.9999999999999998,0.34625609078763125,0.06695388655735585
4,-0.012643667277325348,-0.5792969913444954,0.2267855472720198,0.45975331058339847,0.34625609078763125,0.06695388655735585,1.0,1.0
2.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,0.9999999999999999,1.0,-0.442782559887399,-0.09326468389127665,-0.691721579024011,-0.7455730999077007,-0.47702296640963443,-0.8449077946047561
2,-0.442782559887399,-0.09326468389127665,1.0,1.0,0.7551038364822189,-0.21752790161002322,0.0005256992593433577,0.22983013550199488
3,-0.691721579024011,-0.7455730999077007,0.7551038364822189,-0.21752790161002322,1.0,1.0,0.42152322713870516,0.7766306837713164
4,-0.47702296640963443,-0.8449077946047561,0.0005256992593433577,0.22983013550199488,0.42152322713870516,0.7766306837713164,0.9999999999999999,1.0
20.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
