1.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,0.9999999999999998,0.8499471079303996,0.5693624494419663,0.856919843344215,0.5843694354916065,0.8160423527430625,0.5032620780439746
2,0.8499471079303996,0.5693624494419663,1.0,1.0,0.9136107657454786,0.9703049703916906,0.9004059148854983,0.9882098622925102
3,0.8569198433442149,0.5843694354916065,0.9136107657454786,0.9703049703916906,0.9999999999999999,1.0,0.9626997487235732,0.9798837816361311
4,0.8160423527430625,0.5032620780439746,0.9004059148854983,0.9882098622925101,0.9626997487235733,0.979883781636131,1.0,1.0
10.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,0.9999999999999998,0.6904633957982035,0.6640192638832514,0.8305882464185834,0.7010022649526761,0.8227653667184107,0.6261355182455799
2,0.6904633957982035,0.6640192638832514,1.0,0.9999999999999999,0.8293258060706218,0.9786954387370658,0.8362170645702687,0.990548249184474
3,0.8305882464185834,0.7010022649526761,0.8293258060706218,0.9786954387370659,0.9999999999999998,1.0,0.9480105889077521,0.9812660131906213
4,0.8227653667184107,0.6261355182455799,0.8362170645702687,0.990548249184474,0.9480105889077521,0.9812660131906213,1.0,0.9999999999999999
11.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
1,1.0,1.0,0.6743314356765804,0.6648900013932924,0.8133703492252035,0.696277088012144,0.8048547770699706,0.6301173654084503
2,0.6743314356765804,0.6648900013932925,0.9999999999999998,1.0,0.8228105192721692,0.9795334584503885,0.8332142162478283,0.9908486287606333
3,0.8133703492252036,0.696277088012144,0.8228105192721691,0.9795334584503885,1.0,1.0,0.937896776030958,0.9830759184099727
4,0.8048547770699706,0.6301173654084502,0.8332142162478283,0.9908486287606333,0.9378967760309581,0.9830759184099727,0.9999999999999998,0.9999999999999999
12.txt
-,1,-,2,-,3,-,4,-
Object,YY,XX,YY,XX,YY,XX,YY,XX
